#
# Dark matter halo distribution from Press-Schechter formalism
#
# Columns
#---------
# * Redshifts: 0.0 -> 3.02, step 0.02, bins 152
# * Halo mass: 1e12 -> 9.12e15 [Msun], log-even, bins 100
# * Density: number/dVc/dM
#   where,
#   - dVc: differential comvoing volume, Mpc^3/sr/[unit redshift]
#
# redshift               halo_mass[Msun]          density
2.280000000000000249e+00 9.120109300000000000e+12 1.421428699999999857e-17
2.280000000000000249e+00 9.999999800000000000e+12 1.077559000000000015e-17
2.280000000000000249e+00 1.096478100000000000e+13 8.132533699999999555e-18
2.280000000000000249e+00 1.202264200000000000e+13 6.109247099999999627e-18
2.280000000000000249e+00 1.318256400000000000e+13 4.566951399999999810e-18
2.280000000000000249e+00 1.445439300000000000e+13 3.396537999999999930e-18
2.280000000000000249e+00 1.584892500000000000e+13 2.512525300000000126e-18
2.280000000000000249e+00 1.737799900000000000e+13 1.848117899999999863e-18
2.280000000000000249e+00 1.905459500000000000e+13 1.351366499999999973e-18
2.280000000000000249e+00 2.089294600000000000e+13 9.819975999999999523e-19
2.280000000000000249e+00 2.290865900000000000e+13 7.089330199999999758e-19
2.280000000000000249e+00 2.511884200000000000e+13 5.082916300000000102e-19
2.280000000000000249e+00 2.754226000000000000e+13 3.618107099999999915e-19
2.280000000000000249e+00 3.019948600000000000e+13 2.555905100000000103e-19
2.280000000000000249e+00 3.311307400000000000e+13 1.791168400000000039e-19
2.280000000000000249e+00 3.630784200000000000e+13 1.244715399999999974e-19
2.280000000000000249e+00 3.981075200000000000e+13 8.573481500000000139e-20
2.280000000000000249e+00 4.365161900000000000e+13 5.850531499999999444e-20
2.280000000000000249e+00 4.786304400000000000e+13 3.953326499999999834e-20
2.280000000000000249e+00 5.248078000000000000e+13 2.643879700000000118e-20
2.280000000000000249e+00 5.754402200000000000e+13 1.748966800000000149e-20
2.280000000000000249e+00 6.309576200000000000e+13 1.143726899999999926e-20
2.280000000000000249e+00 6.918312300000000000e+13 7.389226999999999578e-21
2.280000000000000249e+00 7.585777900000000000e+13 4.713174199999999818e-21
2.280000000000000249e+00 8.317639500000000000e+13 2.965933000000000083e-21
2.280000000000000249e+00 9.120108900000000000e+13 1.840002900000000013e-21
2.280000000000000249e+00 1.000000000000000000e+14 1.124426100000000080e-21
2.280000000000000249e+00 1.096478100000000000e+14 6.762854299999999860e-22
2.280000000000000249e+00 1.202264200000000000e+14 3.999686299999999896e-22
2.280000000000000249e+00 1.318256400000000000e+14 2.323782299999999821e-22
2.280000000000000249e+00 1.445439200000000000e+14 1.324922299999999920e-22
2.280000000000000249e+00 1.584892400000000000e+14 7.405281500000000100e-23
2.280000000000000249e+00 1.737800000000000000e+14 4.052694000000000043e-23
2.280000000000000249e+00 1.905459600000000000e+14 2.168919099999999931e-23
2.280000000000000249e+00 2.089294700000000000e+14 1.133639400000000067e-23
2.280000000000000249e+00 2.290865800000000000e+14 5.778613199999999673e-24
2.280000000000000249e+00 2.511884300000000000e+14 2.868351700000000052e-24
2.280000000000000249e+00 2.754226000000000000e+14 1.384169699999999988e-24
2.280000000000000249e+00 3.019948500000000000e+14 6.482965900000000390e-25
2.280000000000000249e+00 3.311307400000000000e+14 2.941393100000000226e-25
2.280000000000000249e+00 3.630776100000000000e+14 1.290304399999999931e-25
2.280000000000000249e+00 3.981075300000000000e+14 5.460807599999999584e-26
2.280000000000000249e+00 4.365161800000000000e+14 2.224770199999999939e-26
2.280000000000000249e+00 4.786304200000000000e+14 8.704369799999999980e-27
2.280000000000000249e+00 5.248077900000000000e+14 3.261812699999999646e-27
2.280000000000000249e+00 5.754402600000000000e+14 1.167551300000000039e-27
2.280000000000000249e+00 6.309576100000000000e+14 3.980001200000000074e-28
2.280000000000000249e+00 6.918311800000000000e+14 1.287949499999999919e-28
2.280000000000000249e+00 7.585777900000000000e+14 3.942963300000000068e-29
2.280000000000000249e+00 8.317639000000000000e+14 1.137860199999999964e-29
2.280000000000000249e+00 9.120109400000000000e+14 3.082912400000000160e-30
2.280000000000000249e+00 9.999999900000000000e+14 7.809422600000000350e-31
2.280000000000000249e+00 1.096478100000000000e+15 1.841015300000000058e-31
2.280000000000000249e+00 1.202264200000000000e+15 4.019449200000000089e-32
2.280000000000000249e+00 1.318256300000000000e+15 8.084619600000000398e-33
2.280000000000000249e+00 1.445439300000000000e+15 1.489578300000000064e-33
2.280000000000000249e+00 1.584892500000000000e+15 2.498749299999999976e-34
2.280000000000000249e+00 1.737799900000000000e+15 3.791251099999999977e-35
2.280000000000000249e+00 1.905459600000000000e+15 5.165931799999999872e-36
2.280000000000000249e+00 2.089294600000000000e+15 6.273585899999999652e-37
2.280000000000000249e+00 2.290865800000000000e+15 6.734210500000000103e-38
2.280000000000000249e+00 2.511884200000000000e+15 6.332746599999999528e-39
2.280000000000000249e+00 2.754226200000000000e+15 5.167358200000000233e-40
2.280000000000000249e+00 3.019948500000000000e+15 3.620254599999999838e-41
2.280000000000000249e+00 3.311307300000000000e+15 2.153795699999999862e-42
2.280000000000000249e+00 3.630776100000000000e+15 1.078999799999999965e-43
2.280000000000000249e+00 3.981075200000000000e+15 4.203895400000000231e-45
2.280000000000000249e+00 4.365161800000000000e+15 0.000000000000000000e+00
2.280000000000000249e+00 4.786304000000000000e+15 0.000000000000000000e+00
2.280000000000000249e+00 5.248078000000000000e+15 0.000000000000000000e+00
2.280000000000000249e+00 5.754402600000000000e+15 0.000000000000000000e+00
2.280000000000000249e+00 6.309576500000000000e+15 0.000000000000000000e+00
2.280000000000000249e+00 6.918312400000000000e+15 0.000000000000000000e+00
2.280000000000000249e+00 7.585777700000000000e+15 0.000000000000000000e+00
2.280000000000000249e+00 8.317639000000000000e+15 0.000000000000000000e+00
2.280000000000000249e+00 9.120109600000000000e+15 0.000000000000000000e+00
2.300000000000000266e+00 1.000000000000000000e+12 4.272313099999999636e-15
2.300000000000000266e+00 1.096478100000000000e+12 3.449142700000000178e-15
2.300000000000000266e+00 1.202264200000000000e+12 2.780258800000000156e-15
2.300000000000000266e+00 1.318256400000000000e+12 2.237471400000000191e-15
2.300000000000000266e+00 1.445439200000000000e+12 1.797609300000000162e-15
2.300000000000000266e+00 1.584892500000000000e+12 1.441680299999999935e-15
2.300000000000000266e+00 1.737799900000000000e+12 1.154102099999999975e-15
2.300000000000000266e+00 1.905459600000000000e+12 9.221200900000000661e-16
2.300000000000000266e+00 2.089294600000000000e+12 7.352941600000000031e-16
2.300000000000000266e+00 2.290865900000000000e+12 5.850957399999999601e-16
2.300000000000000266e+00 2.511884300000000000e+12 4.645635800000000451e-16
2.300000000000000266e+00 2.754226200000000000e+12 3.680221300000000233e-16
2.300000000000000266e+00 3.019948400000000000e+12 2.908494399999999853e-16
2.300000000000000266e+00 3.311314700000000000e+12 2.292868200000000050e-16
2.300000000000000266e+00 3.630784100000000000e+12 1.802869799999999935e-16
2.300000000000000266e+00 3.981075300000000000e+12 1.413730900000000034e-16
2.300000000000000266e+00 4.365161900000000000e+12 1.105445300000000029e-16
2.300000000000000266e+00 4.786304300000000000e+12 8.618165200000000297e-17
2.300000000000000266e+00 5.248077800000000000e+12 6.697956699999999981e-17
2.300000000000000266e+00 5.754402600000000000e+12 5.188681300000000170e-17
2.300000000000000266e+00 6.309576400000000000e+12 4.005830199999999795e-17
2.300000000000000266e+00 6.918312000000000000e+12 3.081633600000000233e-17
2.300000000000000266e+00 7.585777800000000000e+12 2.361816699999999880e-17
2.300000000000000266e+00 8.317639300000000000e+12 1.803079400000000100e-17
2.300000000000000266e+00 9.120109300000000000e+12 1.370890400000000065e-17
2.300000000000000266e+00 9.999999800000000000e+12 1.037830500000000034e-17
2.300000000000000266e+00 1.096478100000000000e+13 7.821597400000000079e-18
2.300000000000000266e+00 1.202264200000000000e+13 5.867012600000000147e-18
2.300000000000000266e+00 1.318256400000000000e+13 4.379146699999999760e-18
2.300000000000000266e+00 1.445439300000000000e+13 3.251671399999999826e-18
2.300000000000000266e+00 1.584892500000000000e+13 2.401370299999999888e-18
2.300000000000000266e+00 1.737799900000000000e+13 1.763304200000000115e-18
2.300000000000000266e+00 1.905459500000000000e+13 1.287029000000000064e-18
2.300000000000000266e+00 2.089294600000000000e+13 9.334926600000000105e-19
2.300000000000000266e+00 2.290865900000000000e+13 6.725993699999999642e-19
2.300000000000000266e+00 2.511884200000000000e+13 4.812590099999999624e-19
2.300000000000000266e+00 2.754226000000000000e+13 3.418414600000000121e-19
2.300000000000000266e+00 3.019948600000000000e+13 2.409491299999999920e-19
2.300000000000000266e+00 3.311307400000000000e+13 1.684661499999999901e-19
2.300000000000000266e+00 3.630784200000000000e+13 1.167879399999999881e-19
2.300000000000000266e+00 3.981075200000000000e+13 8.023996400000000498e-20
2.300000000000000266e+00 4.365161900000000000e+13 5.461172400000000225e-20
2.300000000000000266e+00 4.786304400000000000e+13 3.680096500000000258e-20
2.300000000000000266e+00 5.248078000000000000e+13 2.454090299999999902e-20
2.300000000000000266e+00 5.754402200000000000e+13 1.618549199999999881e-20
2.300000000000000266e+00 6.309576200000000000e+13 1.055121899999999980e-20
2.300000000000000266e+00 6.918312300000000000e+13 6.794417899999999280e-21
2.300000000000000266e+00 7.585777900000000000e+13 4.318900600000000275e-21
2.300000000000000266e+00 8.317639500000000000e+13 2.708057899999999902e-21
2.300000000000000266e+00 9.120108900000000000e+13 1.673701099999999955e-21
2.300000000000000266e+00 1.000000000000000000e+14 1.018767799999999987e-21
2.300000000000000266e+00 1.096478100000000000e+14 6.102064500000000163e-22
2.300000000000000266e+00 1.202264200000000000e+14 3.593263199999999852e-22
2.300000000000000266e+00 1.318256400000000000e+14 2.078174899999999885e-22
2.300000000000000266e+00 1.445439200000000000e+14 1.179245199999999934e-22
2.300000000000000266e+00 1.584892400000000000e+14 6.558118100000000569e-23
2.300000000000000266e+00 1.737800000000000000e+14 3.570238999999999945e-23
2.300000000000000266e+00 1.905459600000000000e+14 1.900188300000000020e-23
2.300000000000000266e+00 2.089294700000000000e+14 9.874319499999999624e-24
2.300000000000000266e+00 2.290865800000000000e+14 5.002712099999999722e-24
2.300000000000000266e+00 2.511884300000000000e+14 2.467325799999999909e-24
2.300000000000000266e+00 2.754226000000000000e+14 1.182636999999999922e-24
2.300000000000000266e+00 3.019948500000000000e+14 5.499832199999999917e-25
2.300000000000000266e+00 3.311307400000000000e+14 2.476735300000000069e-25
2.300000000000000266e+00 3.630776100000000000e+14 1.077943300000000056e-25
2.300000000000000266e+00 3.981075300000000000e+14 4.524322800000000252e-26
2.300000000000000266e+00 4.365161800000000000e+14 1.827173199999999983e-26
2.300000000000000266e+00 4.786304200000000000e+14 7.083075000000000470e-27
2.300000000000000266e+00 5.248077900000000000e+14 2.628521300000000017e-27
2.300000000000000266e+00 5.754402600000000000e+14 9.312389400000000425e-28
2.300000000000000266e+00 6.309576100000000000e+14 3.140159899999999923e-28
2.300000000000000266e+00 6.918311800000000000e+14 1.004576899999999980e-28
2.300000000000000266e+00 7.585777900000000000e+14 3.038356700000000046e-29
2.300000000000000266e+00 8.317639000000000000e+14 8.656323099999999982e-30
2.300000000000000266e+00 9.120109400000000000e+14 2.313722000000000065e-30
2.300000000000000266e+00 9.999999900000000000e+14 5.777364799999999568e-31
2.300000000000000266e+00 1.096478100000000000e+15 1.341406699999999937e-31
2.300000000000000266e+00 1.202264200000000000e+15 2.881830499999999848e-32
2.300000000000000266e+00 1.318256300000000000e+15 5.698255500000000086e-33
2.300000000000000266e+00 1.445439300000000000e+15 1.031040100000000084e-33
2.300000000000000266e+00 1.584892500000000000e+15 1.696625199999999997e-34
2.300000000000000266e+00 1.737799900000000000e+15 2.522217099999999907e-35
2.300000000000000266e+00 1.905459600000000000e+15 3.363051400000000020e-36
2.300000000000000266e+00 2.089294600000000000e+15 3.991160299999999977e-37
2.300000000000000266e+00 2.290865800000000000e+15 4.180571600000000020e-38
2.300000000000000266e+00 2.511884200000000000e+15 3.830282599999999982e-39
2.300000000000000266e+00 2.754226200000000000e+15 3.039976899999999998e-40
2.300000000000000266e+00 3.019948500000000000e+15 2.067896099999999945e-41
2.300000000000000266e+00 3.311307300000000000e+15 1.192505000000000041e-42
2.300000000000000266e+00 3.630776100000000000e+15 5.745323699999999895e-44
2.300000000000000266e+00 3.981075200000000000e+15 2.802596900000000035e-45
2.300000000000000266e+00 4.365161800000000000e+15 0.000000000000000000e+00
2.300000000000000266e+00 4.786304000000000000e+15 0.000000000000000000e+00
2.300000000000000266e+00 5.248078000000000000e+15 0.000000000000000000e+00
2.300000000000000266e+00 5.754402600000000000e+15 0.000000000000000000e+00
2.300000000000000266e+00 6.309576500000000000e+15 0.000000000000000000e+00
2.300000000000000266e+00 6.918312400000000000e+15 0.000000000000000000e+00
2.300000000000000266e+00 7.585777700000000000e+15 0.000000000000000000e+00
2.300000000000000266e+00 8.317639000000000000e+15 0.000000000000000000e+00
2.300000000000000266e+00 9.120109600000000000e+15 0.000000000000000000e+00
2.319999999999999840e+00 1.000000000000000000e+12 4.208433599999999778e-15
2.319999999999999840e+00 1.096478100000000000e+12 3.395593500000000180e-15
2.319999999999999840e+00 1.202264200000000000e+12 2.735447200000000018e-15
2.319999999999999840e+00 1.318256400000000000e+12 2.200039800000000184e-15
2.319999999999999840e+00 1.445439200000000000e+12 1.766399399999999978e-15
2.319999999999999840e+00 1.584892500000000000e+12 1.415707699999999904e-15
2.319999999999999840e+00 1.737799900000000000e+12 1.132530899999999922e-15
2.319999999999999840e+00 1.905459600000000000e+12 9.042403900000000055e-16
2.319999999999999840e+00 2.089294600000000000e+12 7.205056500000000408e-16
2.319999999999999840e+00 2.290865900000000000e+12 5.728907299999999933e-16
2.319999999999999840e+00 2.511884300000000000e+12 4.545135400000000172e-16
2.319999999999999840e+00 2.754226200000000000e+12 3.597660999999999888e-16
2.319999999999999840e+00 3.019948400000000000e+12 2.840837299999999924e-16
2.319999999999999840e+00 3.311314700000000000e+12 2.237564300000000129e-16
2.319999999999999840e+00 3.630784100000000000e+12 1.757783799999999896e-16
2.319999999999999840e+00 3.981075300000000000e+12 1.377076100000000095e-16
2.319999999999999840e+00 4.365161900000000000e+12 1.075730499999999963e-16
2.319999999999999840e+00 4.786304300000000000e+12 8.377994900000000434e-17
2.319999999999999840e+00 5.248077800000000000e+12 6.504444699999999589e-17
2.319999999999999840e+00 5.754402600000000000e+12 5.033270599999999734e-17
2.319999999999999840e+00 6.309576400000000000e+12 3.881442500000000060e-17
2.319999999999999840e+00 6.918312000000000000e+12 2.982428199999999884e-17
2.319999999999999840e+00 7.585777800000000000e+12 2.282989999999999898e-17
2.319999999999999840e+00 8.317639300000000000e+12 1.740687399999999978e-17
2.319999999999999840e+00 9.120109300000000000e+12 1.321707200000000014e-17
2.319999999999999840e+00 9.999999800000000000e+12 9.992241699999999705e-18
2.319999999999999840e+00 1.096478100000000000e+13 7.519903900000000275e-18
2.319999999999999840e+00 1.202264200000000000e+13 5.632347199999999904e-18
2.319999999999999840e+00 1.318256400000000000e+13 4.197508200000000201e-18
2.319999999999999840e+00 1.445439300000000000e+13 3.111797000000000191e-18
2.319999999999999840e+00 1.584892500000000000e+13 2.294233799999999996e-18
2.319999999999999840e+00 1.737799900000000000e+13 1.681705599999999920e-18
2.319999999999999840e+00 1.905459500000000000e+13 1.225247599999999987e-18
2.319999999999999840e+00 2.089294600000000000e+13 8.870057300000000942e-19
2.319999999999999840e+00 2.290865900000000000e+13 6.378484300000000186e-19
2.319999999999999840e+00 2.511884200000000000e+13 4.554589800000000219e-19
2.319999999999999840e+00 2.754226000000000000e+13 3.228243999999999791e-19
2.319999999999999840e+00 3.019948600000000000e+13 2.270377900000000187e-19
2.319999999999999840e+00 3.311307400000000000e+13 1.583706400000000022e-19
2.319999999999999840e+00 3.630784200000000000e+13 1.095229900000000065e-19
2.319999999999999840e+00 3.981075200000000000e+13 7.505792300000000290e-20
2.319999999999999840e+00 4.365161900000000000e+13 5.094971800000000272e-20
2.319999999999999840e+00 4.786304400000000000e+13 3.423840800000000158e-20
2.319999999999999840e+00 5.248078000000000000e+13 2.276612399999999993e-20
2.319999999999999840e+00 5.754402200000000000e+13 1.496965199999999890e-20
2.319999999999999840e+00 6.309576200000000000e+13 9.727828200000000178e-21
2.319999999999999840e+00 6.918312300000000000e+13 6.243518100000000031e-21
2.319999999999999840e+00 7.585777900000000000e+13 3.955010600000000303e-21
2.319999999999999840e+00 8.317639500000000000e+13 2.470921599999999936e-21
2.319999999999999840e+00 9.120108900000000000e+13 1.521359100000000071e-21
2.319999999999999840e+00 1.000000000000000000e+14 9.223657600000000183e-22
2.319999999999999840e+00 1.096478100000000000e+14 5.501689599999999628e-22
2.319999999999999840e+00 1.202264200000000000e+14 3.225609600000000151e-22
2.319999999999999840e+00 1.318256400000000000e+14 1.857021000000000040e-22
2.319999999999999840e+00 1.445439200000000000e+14 1.048702200000000021e-22
2.319999999999999840e+00 1.584892400000000000e+14 5.802804700000000458e-23
2.319999999999999840e+00 1.737800000000000000e+14 3.142367499999999715e-23
2.319999999999999840e+00 1.905459600000000000e+14 1.663189199999999981e-23
2.319999999999999840e+00 2.089294700000000000e+14 8.592401599999999333e-24
2.319999999999999840e+00 2.290865800000000000e+14 4.326588899999999901e-24
2.319999999999999840e+00 2.511884300000000000e+14 2.120126600000000049e-24
2.319999999999999840e+00 2.754226000000000000e+14 1.009336000000000088e-24
2.319999999999999840e+00 3.019948500000000000e+14 4.660458599999999832e-25
2.319999999999999840e+00 3.311307400000000000e+14 2.082998099999999961e-25
2.319999999999999840e+00 3.630776100000000000e+14 8.994166800000000276e-26
2.319999999999999840e+00 3.981075300000000000e+14 3.743594300000000019e-26
2.319999999999999840e+00 4.365161800000000000e+14 1.498610500000000125e-26
2.319999999999999840e+00 4.786304200000000000e+14 5.755649299999999726e-27
2.319999999999999840e+00 5.248077900000000000e+14 2.115077299999999894e-27
2.319999999999999840e+00 5.754402600000000000e+14 7.416196700000000350e-28
2.319999999999999840e+00 6.309576100000000000e+14 2.473572199999999989e-28
2.319999999999999840e+00 6.918311800000000000e+14 7.822406400000000356e-29
2.319999999999999840e+00 7.585777900000000000e+14 2.337188399999999969e-29
2.319999999999999840e+00 8.317639000000000000e+14 6.573279399999999759e-30
2.319999999999999840e+00 9.120109400000000000e+14 1.733117500000000053e-30
2.319999999999999840e+00 9.999999900000000000e+14 4.265477799999999965e-31
2.319999999999999840e+00 1.096478100000000000e+15 9.753246499999999570e-32
2.319999999999999840e+00 1.202264200000000000e+15 2.061640000000000074e-32
2.319999999999999840e+00 1.318256300000000000e+15 4.006994699999999905e-33
2.319999999999999840e+00 1.445439300000000000e+15 7.119235099999999576e-34
2.319999999999999840e+00 1.584892500000000000e+15 1.149055300000000016e-34
2.319999999999999840e+00 1.737799900000000000e+15 1.673469499999999933e-35
2.319999999999999840e+00 1.905459600000000000e+15 2.183211500000000124e-36
2.319999999999999840e+00 2.089294600000000000e+15 2.531601500000000201e-37
2.319999999999999840e+00 2.290865800000000000e+15 2.587207300000000016e-38
2.319999999999999840e+00 2.511884200000000000e+15 2.309101600000000099e-39
2.319999999999999840e+00 2.754226200000000000e+15 1.782255500000000086e-40
2.319999999999999840e+00 3.019948500000000000e+15 1.176810499999999955e-41
2.319999999999999840e+00 3.311307300000000000e+15 6.572089800000000206e-43
2.319999999999999840e+00 3.630776100000000000e+15 3.082856599999999826e-44
2.319999999999999840e+00 3.981075200000000000e+15 1.401298499999999885e-45
2.319999999999999840e+00 4.365161800000000000e+15 0.000000000000000000e+00
2.319999999999999840e+00 4.786304000000000000e+15 0.000000000000000000e+00
2.319999999999999840e+00 5.248078000000000000e+15 0.000000000000000000e+00
2.319999999999999840e+00 5.754402600000000000e+15 0.000000000000000000e+00
2.319999999999999840e+00 6.309576500000000000e+15 0.000000000000000000e+00
2.319999999999999840e+00 6.918312400000000000e+15 0.000000000000000000e+00
2.319999999999999840e+00 7.585777700000000000e+15 0.000000000000000000e+00
2.319999999999999840e+00 8.317639000000000000e+15 0.000000000000000000e+00
2.319999999999999840e+00 9.120109600000000000e+15 0.000000000000000000e+00
2.339999999999999858e+00 1.000000000000000000e+12 4.144690999999999727e-15
2.339999999999999858e+00 1.096478100000000000e+12 3.342203499999999918e-15
2.339999999999999858e+00 1.202264200000000000e+12 2.690807300000000127e-15
2.339999999999999858e+00 1.318256400000000000e+12 2.162782799999999902e-15
2.339999999999999858e+00 1.445439200000000000e+12 1.735362400000000022e-15
2.339999999999999858e+00 1.584892500000000000e+12 1.389901700000000053e-15
2.339999999999999858e+00 1.737799900000000000e+12 1.111116899999999964e-15
2.339999999999999858e+00 1.905459600000000000e+12 8.865072199999999903e-16
2.339999999999999858e+00 2.089294600000000000e+12 7.058520900000000394e-16
2.339999999999999858e+00 2.290865900000000000e+12 5.608084400000000200e-16
2.339999999999999858e+00 2.511884300000000000e+12 4.445742399999999702e-16
2.339999999999999858e+00 2.754226200000000000e+12 3.516090699999999782e-16
2.339999999999999858e+00 3.019948400000000000e+12 2.774058800000000075e-16
2.339999999999999858e+00 3.311314700000000000e+12 2.183036599999999991e-16
2.339999999999999858e+00 3.630784100000000000e+12 1.713377100000000075e-16
2.339999999999999858e+00 3.981075300000000000e+12 1.341012799999999912e-16
2.339999999999999858e+00 4.365161900000000000e+12 1.046527900000000001e-16
2.339999999999999858e+00 4.786304300000000000e+12 8.142238500000000172e-17
2.339999999999999858e+00 5.248077800000000000e+12 6.314713299999999665e-17
2.339999999999999858e+00 5.754402600000000000e+12 4.881081299999999743e-17
2.339999999999999858e+00 6.309576400000000000e+12 3.759786000000000033e-17
2.339999999999999858e+00 6.918312000000000000e+12 2.885528600000000151e-17
2.339999999999999858e+00 7.585777800000000000e+12 2.206098000000000046e-17
2.339999999999999858e+00 8.317639300000000000e+12 1.679910800000000095e-17
2.339999999999999858e+00 9.120109300000000000e+12 1.273865999999999936e-17
2.339999999999999858e+00 9.999999800000000000e+12 9.617265799999999256e-18
2.339999999999999858e+00 1.096478100000000000e+13 7.227324300000000363e-18
2.339999999999999858e+00 1.202264200000000000e+13 5.405129399999999665e-18
2.339999999999999858e+00 1.318256400000000000e+13 4.021924600000000155e-18
2.339999999999999858e+00 1.445439300000000000e+13 2.976813300000000116e-18
2.339999999999999858e+00 1.584892500000000000e+13 2.191026499999999902e-18
2.339999999999999858e+00 1.737799900000000000e+13 1.603242699999999982e-18
2.339999999999999858e+00 1.905459500000000000e+13 1.165953700000000028e-18
2.339999999999999858e+00 2.089294600000000000e+13 8.424780300000000449e-19
2.339999999999999858e+00 2.290865900000000000e+13 6.046299400000000353e-19
2.339999999999999858e+00 2.511884200000000000e+13 4.308492499999999841e-19
2.339999999999999858e+00 2.754226000000000000e+13 3.047246499999999784e-19
2.339999999999999858e+00 3.019948600000000000e+13 2.138281499999999947e-19
2.339999999999999858e+00 3.311307400000000000e+13 1.488073500000000083e-19
2.339999999999999858e+00 3.630784200000000000e+13 1.026581700000000052e-19
2.339999999999999858e+00 3.981075200000000000e+13 7.017406100000000200e-20
2.339999999999999858e+00 4.365161900000000000e+13 4.750774499999999839e-20
2.339999999999999858e+00 4.786304400000000000e+13 3.183662100000000289e-20
2.339999999999999858e+00 5.248078000000000000e+13 2.110761200000000023e-20
2.339999999999999858e+00 5.754402200000000000e+13 1.383696900000000030e-20
2.339999999999999858e+00 6.309576200000000000e+13 8.963210399999999913e-21
2.339999999999999858e+00 6.918312300000000000e+13 5.733663800000000206e-21
2.339999999999999858e+00 7.585777900000000000e+13 3.619415199999999668e-21
2.339999999999999858e+00 8.317639500000000000e+13 2.253028500000000127e-21
2.339999999999999858e+00 9.120108900000000000e+13 1.381915600000000008e-21
2.339999999999999858e+00 1.000000000000000000e+14 8.344807400000000162e-22
2.339999999999999858e+00 1.096478100000000000e+14 4.956662199999999558e-22
2.339999999999999858e+00 1.202264200000000000e+14 2.893325999999999998e-22
2.339999999999999858e+00 1.318256400000000000e+14 1.658063199999999954e-22
2.339999999999999858e+00 1.445439200000000000e+14 9.318316599999999496e-23
2.339999999999999858e+00 1.584892400000000000e+14 5.130028399999999788e-23
2.339999999999999858e+00 1.737800000000000000e+14 2.763281900000000038e-23
2.339999999999999858e+00 1.905459600000000000e+14 1.454386899999999891e-23
2.339999999999999858e+00 2.089294700000000000e+14 7.469643400000000542e-24
2.339999999999999858e+00 2.290865800000000000e+14 3.738066699999999697e-24
2.339999999999999858e+00 2.511884300000000000e+14 1.819872900000000067e-24
2.339999999999999858e+00 2.754226000000000000e+14 8.604898699999999597e-25
2.339999999999999858e+00 3.019948500000000000e+14 3.944697699999999978e-25
2.339999999999999858e+00 3.311307400000000000e+14 1.749779500000000017e-25
2.339999999999999858e+00 3.630776100000000000e+14 7.495302099999999617e-26
2.339999999999999858e+00 3.981075300000000000e+14 3.093604600000000171e-26
2.339999999999999858e+00 4.365161800000000000e+14 1.227480399999999968e-26
2.339999999999999858e+00 4.786304200000000000e+14 4.670459500000000050e-27
2.339999999999999858e+00 5.248077900000000000e+14 1.699442300000000053e-27
2.339999999999999858e+00 5.754402600000000000e+14 5.897102200000000247e-28
2.339999999999999858e+00 6.309576100000000000e+14 1.945381999999999968e-28
2.339999999999999858e+00 6.918311800000000000e+14 6.080979399999999794e-29
2.339999999999999858e+00 7.585777900000000000e+14 1.794701699999999861e-29
2.339999999999999858e+00 8.317639000000000000e+14 4.982411600000000070e-30
2.339999999999999858e+00 9.120109400000000000e+14 1.295735699999999950e-30
2.339999999999999858e+00 9.999999900000000000e+14 3.142955900000000124e-31
2.339999999999999858e+00 1.096478100000000000e+15 7.076674099999999856e-32
2.339999999999999858e+00 1.202264200000000000e+15 1.471647700000000124e-32
2.339999999999999858e+00 1.318256300000000000e+15 2.811220600000000137e-33
2.339999999999999858e+00 1.445439300000000000e+15 4.903899800000000100e-34
2.339999999999999858e+00 1.584892500000000000e+15 7.762352799999999970e-35
2.339999999999999858e+00 1.737799900000000000e+15 1.107378000000000063e-35
2.339999999999999858e+00 1.905459600000000000e+15 1.413327800000000045e-36
2.339999999999999858e+00 2.089294600000000000e+15 1.601075200000000067e-37
2.339999999999999858e+00 2.290865800000000000e+15 1.596169499999999879e-38
2.339999999999999858e+00 2.511884200000000000e+15 1.387516699999999999e-39
2.339999999999999858e+00 2.754226200000000000e+15 1.041304900000000001e-40
2.339999999999999858e+00 3.019948500000000000e+15 6.672983299999999398e-42
2.339999999999999858e+00 3.311307300000000000e+15 3.615349999999999793e-43
2.339999999999999858e+00 3.630776100000000000e+15 1.681558199999999987e-44
2.339999999999999858e+00 3.981075200000000000e+15 0.000000000000000000e+00
2.339999999999999858e+00 4.365161800000000000e+15 0.000000000000000000e+00
2.339999999999999858e+00 4.786304000000000000e+15 0.000000000000000000e+00
2.339999999999999858e+00 5.248078000000000000e+15 0.000000000000000000e+00
2.339999999999999858e+00 5.754402600000000000e+15 0.000000000000000000e+00
2.339999999999999858e+00 6.309576500000000000e+15 0.000000000000000000e+00
2.339999999999999858e+00 6.918312400000000000e+15 0.000000000000000000e+00
2.339999999999999858e+00 7.585777700000000000e+15 0.000000000000000000e+00
2.339999999999999858e+00 8.317639000000000000e+15 0.000000000000000000e+00
2.339999999999999858e+00 9.120109600000000000e+15 0.000000000000000000e+00
2.359999999999999876e+00 1.000000000000000000e+12 4.081109299999999895e-15
2.359999999999999876e+00 1.096478100000000000e+12 3.288992900000000094e-15
2.359999999999999876e+00 1.202264200000000000e+12 2.646355199999999950e-15
2.359999999999999876e+00 1.318256400000000000e+12 2.125714100000000034e-15
2.359999999999999876e+00 1.445439200000000000e+12 1.704508500000000036e-15
2.359999999999999876e+00 1.584892500000000000e+12 1.364270500000000087e-15
2.359999999999999876e+00 1.737799900000000000e+12 1.089866900000000063e-15
2.359999999999999876e+00 1.905459600000000000e+12 8.689262099999999930e-16
